Date,SF Logo,Other
3/1/13,1,6
2/1/13,5,12
1/1/13,0,0
12/1/12,2,1
11/1/12,0,17
10/1/12,1,2
9/1/12,0,16
8/1/12,0,9
7/1/12,1,11
6/1/12,1,11
5/1/12,0,23
4/1/12,0,32
3/1/12,0,11
2/1/12,0,14
1/1/12,1,31
12/1/11,0,7
11/1/11,0,3
10/1/11,0,22
9/1/11,0,14
8/1/11,1,13
7/1/11,0,12
6/1/11,0,15
5/1/11,1,22
4/1/11,1,14
3/1/11,4,11
2/1/11,1,7
1/1/11,1,90
12/1/10,3,48
11/1/10,0,0
10/1/10,0,0
,24,474
